Event.Id,Investigation.Type,Accident.Number,Event.Date,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Event.Year,Make.Model,Commercial,Fatal
20060724X00994,Accident,DFW06CA165,2006-06-12,United States,Non-Fatal,Substantial,Airplane,Cessna,210,No,Personal,,,,1.0,VMC,2006,Cessna 210,No,0
20060713X00938,Accident,DEN06CA087,2006-06-12,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-150,No,Personal,,,,1.0,VMC,2006,Piper PA-28-150,No,0
20060810X01140,Accident,ATL06CA092,2006-06-13,United States,Non-Fatal,Substantial,Airplane,Cessna,150M,No,Instructional,,,,1.0,VMC,2006,Cessna 150M,No,0
20060713X00934,Accident,DEN06CA089,2006-06-14,United States,Non-Fatal,Substantial,Airplane,Cessna,TU206G,No,Personal,,,,4.0,VMC,2006,Cessna TU206G,No,0
20060711X00911,Accident,DEN06CA088,2006-06-14,United States,Non-Fatal,Substantial,Airplane,Grumman,G-164A,No,Aerial Application,,,1.0,,VMC,2006,Grumman G-164A,No,0
20060817X01188,Accident,ANC06CA071,2006-06-14,United States,Non-Fatal,Substantial,Airplane,Cessna,185F,No,Personal,,,,1.0,VMC,2006,Cessna 185F,No,0
20061013X01510,Accident,NYC06CA211,2006-06-15,United States,Non-Fatal,Substantial,Airplane,Ercoupe,415-C,No,Personal,,,,1.0,VMC,2006,Ercoupe 415-C,No,0
20060721X00979,Accident,NYC06CA153,2006-06-16,United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-108,No,Personal,,,,2.0,VMC,2006,Piper PA-22-108,No,0
20060711X00921,Accident,SEA06CA123,2006-06-17,United States,Non-Fatal,Substantial,Airplane,Schweizer,G-164B,No,Aerial Application,,,,1.0,VMC,2006,Schweizer G-164B,No,0
20060721X00978,Accident,NYC06CA152,2006-06-17,United States,Non-Fatal,Substantial,Airplane,Cessna,182F,No,Personal,,,,2.0,VMC,2006,Cessna 182F,No,0
20060721X00980,Accident,NYC06CA148,2006-06-17,United States,Non-Fatal,Substantial,Airplane,Taylorcraft,DC-65,No,Personal,,1.0,1.0,,VMC,2006,Taylorcraft DC-65,No,0
20060726X01019,Accident,SEA06CA120,2006-06-18,United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,Unknown,,,,2.0,VMC,2006,Cessna 180,No,0
20060717X00956,Accident,SEA06CA122,2006-06-18,United States,Non-Fatal,Substantial,Airplane,Cessna,150K,No,Personal,,,1.0,1.0,VMC,2006,Cessna 150K,No,0
20060727X01032,Accident,NYC06CA149,2006-06-18,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Personal,,,,1.0,VMC,2006,Piper PA-28-140,No,0
20060721X00986,Accident,CHI06CA159,2006-06-18,United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-135,No,Personal,,,1.0,1.0,VMC,2006,Piper PA-22-135,No,0
20060627X00822,Accident,DFW06CA162,2006-06-19,United States,Non-Fatal,Substantial,Airplane,Cessna,182L,No,Skydiving,,,,1.0,VMC,2006,Cessna 182L,No,0
20060707X00889,Accident,CHI06CA156,2006-06-19,United States,Non-Fatal,Substantial,Airplane,Cessna,182N,No,Personal,,,,1.0,VMC,2006,Cessna 182N,No,0
20060831X01271,Accident,ANC06CA077,2006-06-19,United States,Non-Fatal,Substantial,Airplane,Christen industries,A-1,No,Personal,,,,1.0,VMC,2006,Christen industries A-1,No,0
20060713X00935,Accident,DFW06CA164,2006-06-20,United States,Non-Fatal,Substantial,Airplane,Cessna,172F,No,Personal,,1.0,1.0,,VMC,2006,Cessna 172F,No,0
20060810X01141,Accident,ATL06CA095,2006-06-20,United States,Non-Fatal,Substantial,Airplane,Fantasy air,ALLEGRO 2000,No,Instructional,,,,1.0,VMC,2006,Fantasy air ALLEGRO 2000,No,0
20060727X01031,Accident,NYC06CA159,2006-06-21,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Instructional,,,,1.0,VMC,2006,Cessna 172S,No,0
20060707X00898,Accident,LAX06CA209,2006-06-22,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,,,,1.0,VMC,2006,Cessna 152,No,0
20060728X01043,Accident,CHI06CA162,2006-06-22,United States,Non-Fatal,Substantial,Airplane,Weatherly,201B,No,Aerial Application,,,1.0,,VMC,2006,Weatherly 201B,No,0
20060807X01102,Accident,ATL06CA097,2006-06-22,United States,Non-Fatal,Substantial,Airplane,Cessna,R182,No,Positioning,,,,1.0,VMC,2006,Cessna R182,No,0
20060915X01349,Accident,MIA06CA119,2006-06-23,United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,No,Banner Tow,,1.0,,,VMC,2006,Piper PA-25-235,No,0
20060726X01021,Accident,SEA06CA129,2006-06-24,United States,Non-Fatal,Substantial,Airplane,Mooney,M-20F,No,Personal,,,2.0,1.0,VMC,2006,Mooney M-20F,No,0
20060728X01044,Accident,CHI06CA167,2006-06-24,United States,Non-Fatal,Substantial,Airplane,Cessna,170A,No,Personal,,,1.0,,VMC,2006,Cessna 170A,No,0
20060711X00922,Accident,SEA06CA127,2006-06-25,United States,Non-Fatal,Substantial,Airplane,Cessna,182K,No,Unknown,,,,2.0,VMC,2006,Cessna 182K,No,0
20060708X00901,Accident,LAX06CA212,2006-06-25,United States,Non-Fatal,Substantial,Airplane,Maule,M-7-235C,No,Personal,,,,2.0,VMC,2006,Maule M-7-235C,No,0
20060717X00955,Accident,CHI06CA166,2006-06-25,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Personal,,,,2.0,VMC,2006,Piper PA-28-140,No,0
20060630X00859,Accident,MIA06FA120,2006-06-25,United States,Fatal(1),Destroyed,Airplane,Mitsubishi,MU-2B-60,No,Ferry,1.0,,,,VMC,2006,Mitsubishi MU-2B-60,No,1
20060728X01048,Accident,LAX06CA215,2006-06-25,United States,Non-Fatal,Destroyed,Airplane,Bellanca,7KCAB,No,Personal,,,,1.0,VMC,2006,Bellanca 7KCAB,No,0
20060728X01045,Accident,CHI06CA172,2006-06-26,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Personal,,,2.0,,VMC,2006,Piper PA-18-150,No,0
20060731X01058,Accident,CHI06CA169,2006-06-26,United States,Non-Fatal,Substantial,Airplane,Beech,35-33,No,Instructional,,1.0,1.0,2.0,VMC,2006,Beech 35-33,No,0
20060729X01050,Accident,LAX06CA218,2006-06-27,United States,Non-Fatal,Substantial,Airplane,Cessna,T206H,No,Personal,,,,5.0,VMC,2006,Cessna T206H,No,0
20060727X01036,Accident,LAX06CA217,2006-06-27,United States,Non-Fatal,Substantial,Airplane,Beech,76,No,Instructional,,,,2.0,VMC,2006,Beech 76,No,0
20060718X00961,Accident,DFW06CA168,2006-06-27,United States,Non-Fatal,Substantial,Airplane,Cessna,TU206G,No,Instructional,,,,2.0,VMC,2006,Cessna TU206G,No,0
20060731X01055,Accident,CHI06CA170,2006-06-27,United States,Non-Fatal,Substantial,Airplane,Cessna,150G,No,Personal,,,,1.0,VMC,2006,Cessna 150G,No,0
20060726X01022,Accident,SEA06CA131,2006-06-28,United States,Non-Fatal,Substantial,Airplane,Cessna,177A,No,Personal,,,,1.0,VMC,2006,Cessna 177A,No,0
20060728X01046,Accident,LAX06CA219,2006-06-28,United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,Personal,,,1.0,3.0,VMC,2006,Cessna 170B,No,0
20060727X01035,Accident,LAX06CA224,2006-06-29,United States,Non-Fatal,Substantial,Airplane,Mooney,M20M,No,Personal,,,,2.0,VMC,2006,Mooney M20M,No,0
20060726X01018,Accident,ATL06CA098,2006-06-30,United States,Non-Fatal,Substantial,Airplane,Mooney,M20M,No,Personal,,,,4.0,VMC,2006,Mooney M20M,No,0
20060731X01060,Accident,DFW06CA174,2006-07-01,United States,Non-Fatal,Substantial,Airplane,Cessna,172L,No,Instructional,,,1.0,2.0,VMC,2006,Cessna 172L,No,0
20060817X01199,Accident,ANC06CA082,2006-07-01,United States,Non-Fatal,Substantial,Airplane,American legend aircraft co.,AL-3,No,Personal,,,,1.0,VMC,2006,American legend aircraft co. AL-3,No,0
20060802X01073,Accident,NYC06CA168,2006-07-02,United States,Non-Fatal,Substantial,Airplane,Liberty aerospace inc.,XL2,No,Personal,,,,1.0,VMC,2006,Liberty aerospace inc. XL2,No,0
20060817X01198,Accident,ANC06CA083,2006-07-02,United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,Personal,,,,1.0,VMC,2006,Cessna 180,No,0
20060807X01104,Accident,SEA06CA132,2006-07-03,United States,Non-Fatal,Substantial,Airplane,Cessna,195,No,Personal,,,,2.0,VMC,2006,Cessna 195,No,0
20060728X01047,Accident,LAX06CA223,2006-07-03,United States,Non-Fatal,Substantial,Airplane,Piper,PA28-181,No,Personal,,,,4.0,VMC,2006,Piper PA28-181,No,0
20060801X01069,Accident,CHI06CA180,2006-07-03,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,Instructional,,,,2.0,VMC,2006,Piper PA-28-161,No,0
20060829X01253,Accident,DFW06CA175,2006-07-05,United States,Non-Fatal,Substantial,Airplane,Cessna,C340A,No,Personal,,,,2.0,VMC,2006,Cessna C340A,No,0
20060727X01027,Accident,DEN06CA093,2006-07-06,United States,Non-Fatal,Substantial,Airplane,Cessna,305A,No,Personal,,,,2.0,VMC,2006,Cessna 305A,No,0
20060809X01130,Accident,CHI06CA179,2006-07-06,United States,Non-Fatal,Substantial,Airplane,Aviat,A-1,No,Personal,,,,1.0,VMC,2006,Aviat A-1,No,0
20060809X01129,Accident,CHI06CA177,2006-07-06,United States,Non-Fatal,Substantial,Airplane,Cessna,T210G,No,Personal,,,1.0,,VMC,2006,Cessna T210G,No,0
20060814X01159,Accident,CHI06CA176,2006-07-06,United States,Non-Fatal,Substantial,Airplane,Cessna,182A,No,Personal,,,4.0,,VMC,2006,Cessna 182A,No,0
20060817X01186,Accident,ANC06CA085,2006-07-06,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-180,No,Personal,,,,1.0,VMC,2006,Piper PA-18-180,No,0
20060809X01118,Accident,NYC06LA129,2006-07-07,United States,Non-Fatal,Substantial,Airplane,"Chevrier, armand",J-3K,No,Personal,,,,1.0,VMC,2006,"Chevrier, armand J-3K",No,0
20060809X01116,Accident,DFW06CA178,2006-07-07,United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,Personal,,,,1.0,VMC,2006,Cessna 180,No,0
20060809X01117,Accident,DFW06CA176,2006-07-07,United States,Non-Fatal,Substantial,Airplane,Cessna,210A,No,Personal,,,,1.0,VMC,2006,Cessna 210A,No,0
20060810X01150,Accident,CHI06CA185,2006-07-07,United States,Non-Fatal,Substantial,Airplane,Cessna,172K,No,Personal,,,1.0,,VMC,2006,Cessna 172K,No,0
20060814X01162,Accident,CHI06CA183,2006-07-08,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Personal,,,,2.0,VMC,2006,Cessna 172S,No,0
20060814X01160,Accident,CHI06CA182,2006-07-08,United States,Non-Fatal,Substantial,Airplane,Cessna,172L,No,Personal,,,,1.0,VMC,2006,Cessna 172L,No,0
20060810X01147,Accident,ATL06CA104,2006-07-08,United States,Non-Fatal,Substantial,Airplane,Cessna,182H,No,Personal,,,,2.0,VMC,2006,Cessna 182H,No,0
20060807X01106,Accident,SEA06CA143,2006-07-09,United States,Non-Fatal,Substantial,Airplane,Rolladen-schneider,LS3A,No,Personal,,,,1.0,VMC,2006,Rolladen-schneider LS3A,No,0
20060809X01127,Accident,DFW06CA181,2006-07-09,United States,Non-Fatal,Substantial,Airplane,Mooney,M20C,No,Personal,,,1.0,,VMC,2006,Mooney M20C,No,0
20060829X01254,Accident,DFW06CA179,2006-07-10,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,Instructional,,,2.0,,VMC,2006,Piper PA-28-161,No,0
20060817X01201,Accident,CHI06CA227,2006-07-11,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Personal,,,,1.0,VMC,2006,Cessna 172M,No,0
20060815X01175,Accident,CHI06CA181,2006-07-11,United States,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,No,,,,,1.0,VMC,2006,Piper PA-31-350,No,0
20060817X01185,Accident,ANC06CA088,2006-07-11,United States,Non-Fatal,Substantial,Airplane,Cessna,206F,No,,,,,5.0,VMC,2006,Cessna 206F,No,0
20061003X01443,Accident,DFW06CA182,2006-07-12,United States,Non-Fatal,Substantial,Airplane,Air tractor,AT-502B,No,Aerial Application,,,,1.0,VMC,2006,Air tractor AT-502B,No,0
20060908X01323,Accident,CHI06CA189,2006-07-13,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,Instructional,,,,1.0,VMC,2006,Cessna 172R,No,0
20060807X01107,Accident,SEA06CA144,2006-07-14,United States,Non-Fatal,Substantial,Airplane,Piper,PA-11,No,Personal,,,,2.0,VMC,2006,Piper PA-11,No,0
20060816X01179,Accident,ATL06CA105,2006-07-14,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,Instructional,,,,1.0,VMC,2006,Piper PA-28-161,No,0
20060802X01074,Accident,NYC06CA119,2006-07-15,United States,Non-Fatal,Substantial,Airplane,Cessna,182A,No,Skydiving,,1.0,,,VMC,2006,Cessna 182A,No,0
20060725X01013,Accident,LAX06FA238,2006-07-15,United States,Non-Fatal,Substantial,Airplane,Learjet,55,No,,,,,5.0,VMC,2006,Learjet 55,No,0
20060809X01125,Accident,DFW06CA185,2006-07-15,United States,Non-Fatal,Substantial,Airplane,Cessna,120,No,Personal,,,,1.0,VMC,2006,Cessna 120,No,0
20060814X01158,Accident,DEN06CA101,2006-07-15,United States,Non-Fatal,Destroyed,Airplane,Piper,PA-24-250,No,Personal,,,,1.0,VMC,2006,Piper PA-24-250,No,0
20060731X01054,Accident,NYC06CA177,2006-07-16,United States,Non-Fatal,Substantial,Airplane,Beech,A36,No,Personal,,,,2.0,IMC,2006,Beech A36,No,0
20060830X01257,Accident,NYC06CA174,2006-07-16,United States,Non-Fatal,Substantial,Airplane,Cessna,210G,No,Personal,,,3.0,,VMC,2006,Cessna 210G,No,0
20060816X01180,Accident,ATL06CA107,2006-07-16,United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,No,Instructional,,,,1.0,VMC,2006,Cessna 182Q,No,0
20060823X01231,Accident,LAX06CA239,2006-07-18,United States,Non-Fatal,Substantial,Airplane,Cessna,177RG,No,Personal,,,,1.0,VMC,2006,Cessna 177RG,No,0
20060823X01230,Accident,LAX06CA237,2006-07-18,United States,Non-Fatal,Substantial,Airplane,Beech,A36,No,Personal,,,,3.0,VMC,2006,Beech A36,No,0
20060830X01256,Accident,CHI06CA203,2006-07-18,United States,Non-Fatal,Substantial,Airplane,Cessna,182,No,Personal,,,,1.0,VMC,2006,Cessna 182,No,0
20060804X01091,Accident,CHI06CA194,2006-07-19,United States,Non-Fatal,Substantial,Airplane,Luscombe,8A,No,Personal,,,1.0,1.0,VMC,2006,Luscombe 8A,No,0
20060817X01193,Accident,LAX06CA241,2006-07-20,United States,Non-Fatal,Substantial,Airplane,American champion aircraft,7GCBC,No,Personal,,,,1.0,VMC,2006,American champion aircraft 7GCBC,No,0
20060809X01128,Accident,CHI06CA195,2006-07-20,United States,Non-Fatal,Substantial,Airplane,Grumman,G-164A,No,Aerial Application,,,,1.0,VMC,2006,Grumman G-164A,No,0
20060923X01381,Accident,LAX06CA248,2006-07-21,United States,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,Personal,,,,6.0,VMC,2006,Cessna T210N,No,0
20061003X01441,Accident,ATL06CA106,2006-07-21,United States,Non-Fatal,Substantial,Airplane,Cessna,172F,No,Business,,3.0,,,VMC,2006,Cessna 172F,No,0
20060815X01176,Accident,DFW06CA190,2006-07-22,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Personal,,,,1.0,VMC,2006,Piper PA-28-140,No,0
20060810X01151,Accident,DFW06CA189,2006-07-22,United States,Non-Fatal,Substantial,Airplane,Piper,PA19/L-18C,No,Personal,,1.0,,,VMC,2006,Piper PA19/L-18C,No,0
20060818X01212,Accident,CHI06CA197,2006-07-22,United States,Non-Fatal,Substantial,Airplane,Cessna,206H,No,Personal,,,,3.0,VMC,2006,Cessna 206H,No,0
20061006X01473,Accident,ATL06CA109,2006-07-22,United States,Non-Fatal,Substantial,Airplane,Cessna,182L,No,Instructional,,,,2.0,VMC,2006,Cessna 182L,No,0
20060817X01205,Accident,SEA06CA145,2006-07-23,United States,Non-Fatal,Substantial,Airplane,Grumman,G-164B,No,Aerial Application,,,1.0,,VMC,2006,Grumman G-164B,No,0
20060810X01148,Accident,DFW06CA192,2006-07-23,United States,Non-Fatal,Substantial,Airplane,Beech,BE23,No,Instructional,,,,2.0,VMC,2006,Beech BE23,No,0
20060817X01195,Accident,ANC06CA096,2006-07-23,United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,No,Personal,,,,2.0,VMC,2006,Piper PA-12,No,0
20061011X01498,Accident,SEA06CA176,2006-07-24,United States,Non-Fatal,Substantial,Airplane,Cessna,185,No,Unknown,,,,2.0,VMC,2006,Cessna 185,No,0
20060809X01121,Accident,ATL06CA112,2006-07-24,United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,Personal,,,,1.0,VMC,2006,Cessna 170B,No,0
20060817X01194,Accident,ANC06CA097,2006-07-24,United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,Positioning,,,,1.0,VMC,2006,Cessna 180,No,0
20060901X01282,Accident,SEA06CA149,2006-07-25,United States,Non-Fatal,Substantial,Airplane,Maule,M-7-235C,No,Personal,,,,1.0,VMC,2006,Maule M-7-235C,No,0
20060908X01317,Accident,LAX06CA244,2006-07-25,United States,Non-Fatal,Substantial,Airplane,Cessna,182D,No,Personal,,,,2.0,VMC,2006,Cessna 182D,No,0
20060908X01319,Accident,LAX06CA245,2006-07-26,United States,Non-Fatal,Substantial,Airplane,Cessna,150J,No,Personal,,,1.0,,IMC,2006,Cessna 150J,No,0
20060818X01213,Accident,CHI06CA204,2006-07-26,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Instructional,,,1.0,,VMC,2006,Cessna 172N,No,0
20060823X01227,Accident,CHI06CA201,2006-07-26,United States,Non-Fatal,Substantial,Airplane,Beech,A36,No,Personal,,,1.0,3.0,VMC,2006,Beech A36,No,0
20060828X01247,Accident,DEN06CA106,2006-07-27,United States,Non-Fatal,Substantial,Airplane,Cessna,140,No,Personal,,,,1.0,VMC,2006,Cessna 140,No,0
20060817X01184,Accident,DEN06CA105,2006-07-27,United States,Non-Fatal,Substantial,Airplane,Schweizer,G-164B,No,Aerial Application,,,,1.0,VMC,2006,Schweizer G-164B,No,0
20060817X01206,Accident,ANC06CA106,2006-07-27,United States,Non-Fatal,Substantial,Airplane,Taylorcraft,F19,No,Personal,,,,2.0,VMC,2006,Taylorcraft F19,No,0
20060808X01115,Accident,DCA06FA058,2006-07-28,United States,Non-Fatal,Substantial,Airplane,Boeing,MD-10-10F,No,,,,,3.0,VMC,2006,Boeing MD-10-10F,Yes,0
20060901X01281,Accident,SEA06CA148,2006-07-29,United States,Non-Fatal,Substantial,Airplane,Cessna,172F,No,Personal,,,,2.0,VMC,2006,Cessna 172F,No,0
20060914X01337,Accident,NYC06CA189,2006-07-29,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Instructional,,,,1.0,VMC,2006,Cessna 172P,No,0
20060923X01384,Accident,LAX06CA268,2006-07-29,United States,Non-Fatal,Substantial,Airplane,Cessna,414A,No,Personal,,,,4.0,VMC,2006,Cessna 414A,No,0
20060906X01299,Accident,DFW06CA194,2006-07-29,United States,Non-Fatal,Substantial,Airplane,Curtiss-wright,TRAVEL AIR 4000,No,Personal,,1.0,,,VMC,2006,Curtiss-wright TRAVEL AIR 4000,No,0
20060803X01086,Accident,CHI06FA210,2006-07-29,United States,Fatal(6),Substantial,Airplane,Dehavilland,DHC-6-100,No,Skydiving,6.0,2.0,,,VMC,2006,Dehavilland DHC-6-100,No,1
20060809X01120,Accident,ATL06CA113,2006-07-29,United States,Non-Fatal,Substantial,Airplane,Cessna,208,No,Business,,,,6.0,VMC,2006,Cessna 208,No,0
20060817X01204,Accident,SEA06CA151,2006-07-30,United States,Non-Fatal,Substantial,Airplane,Cessna,180H,No,Personal,,,,1.0,VMC,2006,Cessna 180H,No,0
20060814X01167,Accident,SEA06CA150,2006-07-30,United States,Non-Fatal,Substantial,Airplane,Cessna,180J,No,Personal,,,,2.0,VMC,2006,Cessna 180J,No,0
20060907X01309,Accident,NYC06CA188,2006-07-30,United States,Non-Fatal,Substantial,Airplane,Cessna,120,No,Personal,,,,1.0,VMC,2006,Cessna 120,No,0
20060818X01216,Accident,CHI06CA222,2006-07-30,United States,Non-Fatal,Substantial,Airplane,Rockwell,S2R,No,Aerial Application,,,1.0,,VMC,2006,Rockwell S2R,No,0
20060823X01226,Accident,CHI06CA209,2006-07-30,United States,Non-Fatal,Substantial,Airplane,Cessna,180M,No,Personal,,,,4.0,VMC,2006,Cessna 180M,No,0
20060831X01269,Accident,CHI06CA221,2006-07-31,United States,Non-Fatal,Substantial,Airplane,Air tractor,AT-400,No,Aerial Application,,,,1.0,VMC,2006,Air tractor AT-400,No,0
20061006X01482,Accident,LAX06CA276,2006-08-01,United States,Non-Fatal,Substantial,Airplane,Interstate,S-1A,No,Personal,,,,1.0,VMC,2006,Interstate S-1A,No,0
20060914X01338,Accident,SEA06CA155,2006-08-02,United States,Non-Fatal,Substantial,Airplane,Cessna,180H,No,Unknown,,,,1.0,VMC,2006,Cessna 180H,No,0
20060817X01203,Accident,SEA06CA156,2006-08-02,United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,Personal,,,,3.0,VMC,2006,Cessna 180,No,0
20060923X01382,Accident,LAX06CA252,2006-08-03,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Instructional,,,,3.0,VMC,2006,Cessna 172M,No,0
20060928X01414,Accident,ATL06CA117,2006-08-03,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Instructional,,,,1.0,VMC,2006,Cessna 172S,No,0
20060928X01412,Accident,ATL06CA116,2006-08-03,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Instructional,,,,1.0,VMC,2006,Cessna 172M,No,0
20060923X01383,Accident,LAX06CA253,2006-08-04,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Personal,,1.0,1.0,,VMC,2006,Cessna 172M,No,0
20060817X01209,Accident,DEN06CA110,2006-08-04,United States,Non-Fatal,Substantial,Airplane,Cessna,182E,No,Personal,,,,2.0,VMC,2006,Cessna 182E,No,0
20060818X01214,Accident,CHI06CA216,2006-08-04,United States,Non-Fatal,Substantial,Airplane,Piper,PA-25,No,Aerial Application,,,,1.0,VMC,2006,Piper PA-25,No,0
20060822X01221,Accident,NYC06MA192,2006-08-04,United States,Fatal(1),Destroyed,Airplane,Embraer,110P1,No,Positioning,1.0,,,,IMC,2006,Embraer 110P1,No,1
20060831X01267,Accident,NYC06CA196,2006-08-05,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,,1.0,VMC,2006,Cessna 172N,No,0
20060907X01310,Accident,NYC06CA195,2006-08-05,United States,Non-Fatal,Substantial,Airplane,Champion,7KCAB,No,Banner Tow,,,1.0,,VMC,2006,Champion 7KCAB,No,0
20060925X01385,Accident,NYC06CA194,2006-08-05,United States,Non-Fatal,Substantial,Airplane,Champion,7FC,No,Personal,,1.0,,1.0,VMC,2006,Champion 7FC,No,0
20061205X01736,Accident,CHI06CA279,2006-08-06,United States,Non-Fatal,Substantial,Airplane,Meyers aircraft co.,MAC-145,No,Personal,,,,1.0,VMC,2006,Meyers aircraft co. MAC-145,No,0
20061109X01630,Accident,CHI06CA261,2006-08-06,United States,Non-Fatal,Substantial,Airplane,Beech,B19,No,Instructional,,,,1.0,VMC,2006,Beech B19,No,0
20060929X01428,Accident,ANC06CA108,2006-08-06,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Personal,,,,2.0,VMC,2006,Piper PA-18-150,No,0
20061004X01450,Accident,SEA06CA171,2006-08-07,United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,No,Personal,,,,3.0,VMC,2006,Piper PA-23-250,No,0
20060823X01225,Accident,CHI06CA228,2006-08-07,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,Personal,,,,2.0,VMC,2006,Piper PA-18,No,0
20061002X01436,Accident,CHI06CA225,2006-08-08,United States,Non-Fatal,Substantial,Airplane,Weatherly,620B,No,Aerial Application,,,,1.0,VMC,2006,Weatherly 620B,No,0
20060912X01331,Accident,ANC06CA117,2006-08-08,United States,Non-Fatal,Substantial,Airplane,Piper,PA-14,No,Personal,,,,3.0,VMC,2006,Piper PA-14,No,0
20060925X01393,Accident,NYC06CA199,2006-08-09,United States,Non-Fatal,Substantial,Airplane,Stampe,SV-4C,No,Personal,,,,2.0,VMC,2006,Stampe SV-4C,No,0
20060929X01434,Accident,ANC06CA110,2006-08-09,United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,No,Business,,,1.0,1.0,VMC,2006,Piper PA-12,No,0
20060831X01262,Accident,CHI06CA238,2006-08-10,United States,Non-Fatal,Substantial,Airplane,Boeing,B75N1,No,Personal,,,,1.0,VMC,2006,Boeing B75N1,Yes,0
20060915X01346,Accident,CHI06CA235,2006-08-10,United States,Non-Fatal,Substantial,Airplane,Grumman,G-164A,No,Aerial Application,,,,1.0,VMC,2006,Grumman G-164A,No,0
20060913X01333,Accident,CHI06CA226,2006-08-10,United States,Non-Fatal,Substantial,Airplane,Flight design,CTSW,No,Personal,,,,1.0,VMC,2006,Flight design CTSW,No,0
20060912X01328,Accident,NYC06CA200,2006-08-11,United States,Non-Fatal,Substantial,Airplane,Stinson,108,No,Personal,,,1.0,1.0,VMC,2006,Stinson 108,No,0
20060915X01348,Accident,CHI06CA229,2006-08-12,United States,Non-Fatal,Substantial,Airplane,Cessna,150,No,Personal,,,,1.0,VMC,2006,Cessna 150,No,0
20060911X01327,Accident,ANC06CA114,2006-08-12,United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,Instructional,,,,3.0,VMC,2006,Cessna 172,No,0
20060907X01311,Accident,NYC06CA201,2006-08-13,United States,Non-Fatal,Substantial,Airplane,Beech,B100,No,Personal,,,,1.0,VMC,2006,Beech B100,No,0
20060928X01411,Accident,ATL06CA120,2006-08-13,United States,Non-Fatal,Substantial,Airplane,Cessna,150L,No,Personal,,,,1.0,VMC,2006,Cessna 150L,No,0
20060817X01189,Accident,MIA06CA112,2006-08-14,United States,Non-Fatal,Substantial,Airplane,Cessna,150L,No,Instructional,,,,1.0,VMC,2006,Cessna 150L,No,0
20060912X01332,Accident,ANC06CA111,2006-08-14,United States,Non-Fatal,Substantial,Airplane,Piper,PA-14,No,Personal,,,,2.0,VMC,2006,Piper PA-14,No,0
20060828X01248,Accident,DEN06FA114,2006-08-15,United States,Non-Fatal,Destroyed,Airplane,Cirrus,SR20,No,Personal,,1.0,1.0,,VMC,2006,Cirrus SR20,No,0
20061004X01455,Accident,LAX06CA263,2006-08-16,United States,Non-Fatal,Substantial,Airplane,Stinson,108-2,No,Personal,,,,1.0,VMC,2006,Stinson 108-2,No,0
20060831X01270,Accident,CHI06CA239,2006-08-16,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,No,Personal,,,,2.0,VMC,2006,Piper PA-28-181,No,0
